source_file,clause_id,clause_text,week2_category,regex_label,ground_truth
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,158,"(ii) The Trustee has all requisite corporate power and authority to execute and deliver, and to perform itsobligations under each Transaction Document to which it is a party and to carry out the transactions contemplated by suchTransaction Documents.",Parties,Parties,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,159,(iii) The execution and delivery by the Trustee of each Transaction Document to which the Trustee is a partyand the performance by the Trustee of its obligations thereunder do not conﬂict with or result in a violation of the charter orby-laws of the Trustee.,Parties,General Provisions,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,160,"(iv) Each Transaction Document to which the Trustee is a party (A) has been duly authorized, executed anddelivered by the Trustee and (B) assuming the due execution and delivery thereof by the other parties thereto, constitutes alegal, valid and binding obligation of the Trustee, enforceable against the Trustee in accordance with its terms, subject, as toenforceability, to (x) applicable bankruptcy, fraudulent conveyance, insolvency, moratorium, receivership, reorganization,liquidation and other similar laws relating to or aﬀecting the rights and remedies of creditors generally and (y) generalprinciples of equity (regardless of whether enforceability is considered in a proceeding at law or in equity).",Parties,Parties,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,161,(v) The Certiﬁcates have been duly authenticated by the Trustee pursuant to the Pooling and ServicingAgreement.,Parties,General Provisions,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,162,"18 (j) The Underwriters shall have received evidence satisfactory to them that, on or before the Closing Date, UCC-1ﬁnancing statements have been ﬁled in the appropriate ﬁling oﬃces of the States of New York, Delaware and Utah and suchother jurisdictions as counsel to the Transferor deems appropriate to reﬂect the interest of the Trust in the Receivables.",Governing Law,Assignment,Notices
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,163,(k) The Class A Certiﬁcates shall have received the ratings indicated in the Ratings Free Writing Prospectus fromthe Rating Agencies.,Notices,General Provisions,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,164,"(l) The Underwriters shall have received all written opinions required by the Rating Agencies, addressed to theUnderwriters and dated the Closing Date.",Notices,Notices,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,165,"(m) Counsel to the Asset Representations Reviewer shall have furnished to the Underwriters a written opinion,addressed to the Underwriters and dated the Closing Date, in form and substance satisfactory to the Underwriters, relatingto the Asset Representations Reviewer and the Asset Representations Review Agreement.",Representations and Warranties,Representations and Warranties,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,166,"(n) All proceedings in connection with the transactions contemplated by this Agreement and all documentsincident hereto shall be satisfactory in form and substance to the Underwriters, and the Underwriters shall have receivedsuch information, certiﬁcates and documents as any of them may reasonably request.",Parties,General Provisions,Representations and Warranties
Law_Insider_american-express-receivables-financing-corp-iii-llc_underwriting-agreement-american-express-credit-account-master-trust-1500000000-class-a-series-20_Filed_07-05-2025_Contract.pdf,169,"The Bank (on behalf of itself and RFC III) agrees to indemnify and hold harmless eachUnderwriter, each Person, if any, who controls any Underwriter within the meaning of Section 15 of the Act or Section 20 ofthe Exchange Act, and any director, oﬃcer or employee of any Underwriter or any such Person, as follows: (a) (i) against any and all loss, liability, claim, damage and expense whatsoever arising out of (A) any untruestatement or alleged untrue statement of a material fact contained in the Registration Statement (or any amendmentthereto), or the omission or alleged omission therefrom of a material fact required to be stated therein or necessary to makethe statements therein not misleading, (B) any untrue statement or alleged untrue statement of a material fact contained inthe Permitted Additional Information (or any amendment or supplement thereto), Preliminary Prospectus (it beingunderstood that such indemniﬁcation with respect to the Preliminary Prospectus does not include the omission of pricing andprice-dependent information, which information shall of necessity appear only in the Prospectus), Ratings Free WritingProspectus or Prospectus (or any amendment or supplement thereto) or the omission or alleged omission therefrom of amaterial fact necessary in order to make the statements therein, in light of the circumstances under which they were made,not misleading or (C) any written information furnished to an Underwriter by the Transferor or the Bank expressly for use inany Underwriter Free Writing Prospectus, unless, in any of the above cases, such untrue statement or omission or allegeduntrue statement or omission was made in reliance upon and in conformity with the Underwriter Information",Indemnification,Amendments,Indemnification
